Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-12-14,S001,P0187,Clothing,West,176,168,148,225.57,58.82,0,Cloudy,0,62.32,Winter
2022-12-14,S001,P0178,Clothing,South,126,91,99,118.93,33.2,10,Rainy,0,34.94,Winter
2022-12-14,S001,P0057,Clothing,North,190,118,116,122.25,34.74,10,Snowy,0,31.44,Winter
2022-12-14,S001,P0153,Furniture,North,198,101,120,100.3,78.39,5,Cloudy,0,82.48,Winter
2022-12-14,S001,P0083,Toys,East,118,29,28,36.68,48.67,10,Snowy,1,53.14,Winter
2022-12-14,S001,P0069,Clothing,North,120,104,91,104.1,45.21,0,Rainy,1,43.31,Winter
2022-12-14,S001,P0125,Clothing,South,176,107,116,124.62,87.24,0,Rainy,0,86.23,Winter
2022-12-14,S001,P0017,Toys,East,200,118,141,147.89,56.24,10,Cloudy,0,51.47,Winter
2022-12-14,S001,P0149,Furniture,West,159,117,121,123.57,38.13,20,Cloudy,0,40.23,Winter
2022-12-14,S001,P0094,Groceries,North,195,131,108,127.14,32.85,5,Cloudy,0,36.03,Winter
2022-12-14,S001,P0066,Clothing,East,162,119,131,152.53,77.41,20,Cloudy,0,77.08,Winter
2022-12-14,S001,P0061,Clothing,North,173,159,152,161.58,72.17,0,Cloudy,0,73.75,Winter
2022-12-14,S001,P0085,Electronics,West,187,97,96,132.41,92.64,10,Snowy,1,96.39,Winter
2022-12-14,S001,P0068,Electronics,South,158,95,101,110.29,66.5,20,Cloudy,0,62.72,Winter
2022-12-14,S001,P0126,Clothing,South,126,89,102,114.29,12.77,20,Rainy,0,13.71,Winter
2022-12-14,S001,P0133,Clothing,East,129,124,111,133.09,63.68,5,Rainy,0,62.46,Winter
2022-12-14,S002,P0096,Toys,West,111,110,106,102.61,39.43,15,Cloudy,0,36.65,Winter
2022-12-14,S002,P0016,Clothing,West,195,177,183,162.68,28.1,10,Snowy,0,30.63,Winter
2022-12-14,S002,P0031,Electronics,East,96,60,52,54.98,59.98,0,Cloudy,0,57.69,Winter
2022-12-14,S002,P0159,Electronics,East,129,50,49,53.83,98.39,10,Rainy,0,94.26,Winter
2022-12-14,S002,P0129,Furniture,East,162,145,118,148.53,82.18,10,Snowy,0,79.96,Winter
2022-12-14,S002,P0116,Furniture,North,103,95,79,116.51,40.31,5,Snowy,0,36.76,Winter
2022-12-14,S002,P0070,Electronics,North,68,25,20,26.23,69.41,5,Cloudy,0,71.74,Winter
2022-12-14,S002,P0171,Electronics,East,103,58,52,55.52,64.44,15,Snowy,0,67.43,Winter
2022-12-14,S002,P0175,Electronics,South,135,92,98,110.42,49.37,10,Sunny,0,48.36,Winter
2022-12-14,S002,P0046,Clothing,East,202,135,126,137.65,62.98,10,Snowy,0,66.73,Winter
2022-12-14,S002,P0067,Furniture,East,157,102,114,123.17,88.61,10,Snowy,0,88.85,Winter
2022-12-14,S002,P0183,Electronics,West,91,69,66,78.86,77.45,5,Rainy,0,79.01,Winter
2022-12-14,S002,P0166,Groceries,North,154,66,59,61.93,21.31,10,Rainy,0,19.8,Winter
2022-12-14,S002,P0079,Furniture,South,126,109,120,111.13,41.43,10,Cloudy,0,38.58,Winter
2022-12-14,S002,P0187,Clothing,East,236,280,228,288.93,36.57,5,Snowy,1,34.61,Winter
2022-12-14,S002,P0178,Clothing,East,189,159,159,195.58,42.93,10,Rainy,0,41.77,Winter
2022-12-14,S002,P0057,Clothing,South,127,86,95,79.82,92.27,0,Sunny,0,86.57,Winter
2022-12-14,S002,P0153,Furniture,East,119,48,56,54.7,10.48,0,Snowy,0,10.55,Winter
2022-12-14,S002,P0083,Toys,North,88,44,37,56.38,32.36,20,Snowy,0,32.86,Winter
2022-12-14,S002,P0069,Clothing,East,171,116,135,119.24,11.59,5,Sunny,0,11.46,Winter
2022-12-14,S002,P0125,Clothing,North,80,66,56,66.14,72.32,10,Rainy,0,69.43,Winter
2022-12-14,S002,P0017,Toys,East,64,69,57,87.21,14.23,0,Snowy,0,13.49,Winter
2022-12-14,S002,P0149,Furniture,North,158,150,137,153.96,12.4,5,Rainy,0,12.53,Winter
2022-12-14,S002,P0094,Groceries,West,89,30,24,39.68,16.23,5,Cloudy,0,15.98,Winter
2022-12-14,S002,P0066,Clothing,South,202,149,129,192.86,11.92,5,Snowy,0,11.84,Winter
2022-12-14,S002,P0061,Clothing,West,147,91,88,108.9,43.23,10,Cloudy,0,45.92,Winter
2022-12-14,S002,P0085,Electronics,South,138,132,125,136.69,95.27,5,Sunny,0,96.24,Winter
2022-12-14,S002,P0068,Electronics,West,163,109,118,132.46,63.11,5,Snowy,1,66.86,Winter
2022-12-14,S002,P0126,Clothing,West,158,139,134,160.8,35.6,5,Rainy,0,35.13,Winter
2022-12-14,S002,P0133,Clothing,North,135,105,111,126.59,44.42,10,Cloudy,0,46.44,Winter
2022-12-14,S003,P0096,Toys,North,111,70,82,81.2,67.01,10,Snowy,0,63.5,Winter
2022-12-14,S003,P0016,Clothing,South,273,152,178,184.8,98.61,0,Sunny,0,106.28,Winter
2022-12-14,S003,P0031,Electronics,East,140,102,119,98.44,34.4,0,Rainy,0,34.49,Winter
2022-12-14,S003,P0159,Electronics,East,151,113,103,129.08,86.21,20,Snowy,0,86.62,Winter
2022-12-14,S003,P0129,Furniture,West,90,86,70,90.76,94.5,20,Rainy,0,103.37,Winter
2022-12-14,S003,P0116,Furniture,South,75,64,59,83.77,36.92,10,Sunny,0,40.39,Winter
2022-12-14,S003,P0070,Electronics,South,152,80,91,93.25,97.09,5,Rainy,0,104.7,Winter
2022-12-14,S003,P0171,Electronics,North,73,72,59,67.48,28.37,10,Rainy,1,30.15,Winter
2022-12-14,S003,P0175,Electronics,East,161,106,124,104.62,31.87,20,Snowy,0,34.07,Winter
2022-12-14,S003,P0046,Clothing,South,130,104,101,130.97,81.48,10,Rainy,0,77.11,Winter
2022-12-14,S003,P0067,Furniture,South,164,120,123,141.28,88.22,20,Snowy,0,79.73,Winter
2022-12-14,S003,P0183,Electronics,East,68,30,26,38.01,30.67,20,Cloudy,0,31.85,Winter
2022-12-14,S003,P0166,Groceries,North,90,81,70,106.55,44.58,5,Cloudy,0,45.25,Winter
2022-12-14,S003,P0079,Furniture,West,79,70,66,74.05,96.74,0,Snowy,0,89.55,Winter
2022-12-14,S003,P0187,Clothing,North,126,91,92,114.94,11.82,0,Sunny,0,10.71,Winter
2022-12-14,S003,P0178,Clothing,North,115,103,90,106.54,91.46,0,Snowy,0,98.0,Winter
2022-12-14,S003,P0057,Clothing,South,122,120,120,117.64,78.32,10,Rainy,0,79.77,Winter
2022-12-14,S003,P0153,Furniture,East,148,115,109,106.57,38.31,5,Cloudy,0,37.76,Winter
2022-12-14,S003,P0083,Toys,South,150,78,77,85.78,48.1,0,Sunny,0,46.66,Winter
2022-12-14,S003,P0069,Clothing,North,258,193,214,178.37,62.06,0,Snowy,1,61.47,Winter
2022-12-14,S003,P0125,Clothing,East,130,148,122,156.55,56.39,5,Sunny,0,52.64,Winter
2022-12-14,S003,P0017,Toys,West,133,74,70,81.28,79.78,0,Cloudy,0,85.8,Winter
2022-12-14,S003,P0149,Furniture,West,150,81,92,101.16,91.21,10,Rainy,0,94.47,Winter
2022-12-14,S003,P0094,Groceries,East,208,103,115,107.9,78.61,5,Sunny,0,84.01,Winter
2022-12-14,S003,P0066,Clothing,South,62,38,32,44.74,62.23,20,Snowy,0,56.02,Winter
2022-12-14,S003,P0061,Clothing,East,136,103,105,128.05,24.13,0,Snowy,0,23.52,Winter
2022-12-14,S003,P0085,Electronics,North,119,90,83,97.95,40.72,10,Sunny,1,44.07,Winter
2022-12-14,S003,P0068,Electronics,East,110,20,20,25.6,19.85,0,Cloudy,0,18.47,Winter
2022-12-14,S003,P0126,Clothing,East,127,48,52,66.67,66.61,5,Rainy,0,67.85,Winter
2022-12-14,S003,P0133,Clothing,East,123,71,72,94.58,70.32,0,Cloudy,0,70.63,Winter
2022-12-14,S004,P0096,Toys,East,125,107,104,131.65,77.4,10,Sunny,0,76.38,Winter
2022-12-14,S004,P0016,Clothing,West,371,251,282,267.45,28.61,10,Sunny,1,29.62,Winter
2022-12-14,S004,P0031,Electronics,East,141,88,84,114.77,44.54,10,Sunny,1,40.83,Winter
2022-12-14,S004,P0159,Electronics,North,229,129,148,120.48,92.27,5,Snowy,0,100.77,Winter
2022-12-14,S004,P0129,Furniture,West,173,92,76,95.35,92.87,5,Cloudy,0,95.18,Winter
2022-12-14,S004,P0116,Furniture,South,98,37,41,49.04,12.34,15,Rainy,0,13.05,Winter
2022-12-14,S004,P0070,Electronics,East,180,110,115,107.16,29.97,5,Sunny,0,32.46,Winter
2022-12-14,S004,P0171,Electronics,North,185,90,103,91.71,99.62,15,Cloudy,0,104.65,Winter
2022-12-14,S004,P0175,Electronics,West,236,151,155,144.04,72.18,15,Cloudy,0,74.01,Winter
2022-12-14,S004,P0046,Clothing,East,199,108,111,149.64,72.51,10,Rainy,0,77.52,Winter
2022-12-14,S004,P0067,Furniture,South,136,79,71,110.58,66.46,5,Sunny,0,71.03,Winter
2022-12-14,S004,P0183,Electronics,West,77,70,67,77.13,72.61,0,Cloudy,0,71.29,Winter
2022-12-14,S004,P0166,Groceries,East,110,46,54,47.83,54.34,20,Sunny,0,53.92,Winter
2022-12-14,S004,P0079,Furniture,South,168,100,108,123.33,31.32,20,Cloudy,0,29.48,Winter
2022-12-14,S004,P0187,Clothing,South,202,98,111,114.57,13.62,5,Sunny,0,14.61,Winter
2022-12-14,S004,P0178,Clothing,South,161,116,132,106.37,25.88,20,Sunny,0,25.28,Winter
2022-12-14,S004,P0057,Clothing,East,150,91,83,105.57,78.37,5,Sunny,0,72.76,Winter
2022-12-14,S004,P0153,Furniture,West,154,77,80,101.24,25.01,20,Sunny,1,23.95,Winter
2022-12-14,S004,P0083,Toys,North,139,53,49,53.99,15.99,10,Cloudy,0,15.02,Winter
2022-12-14,S004,P0069,Clothing,West,154,128,142,151.33,44.6,20,Cloudy,0,40.14,Winter
2022-12-14,S004,P0125,Clothing,North,155,119,113,138.67,80.46,0,Rainy,0,79.36,Winter
2022-12-14,S004,P0017,Toys,North,158,111,122,146.02,62.96,0,Sunny,0,61.61,Winter
2022-12-14,S004,P0149,Furniture,South,140,87,84,93.49,16.71,0,Cloudy,0,18.22,Winter
2022-12-14,S004,P0094,Groceries,East,190,151,144,138.72,16.86,0,Cloudy,0,15.75,Winter
2022-12-14,S004,P0066,Clothing,South,169,82,72,109.74,84.92,5,Sunny,0,92.42,Winter
2022-12-14,S004,P0061,Clothing,West,197,122,110,142.52,28.69,10,Rainy,0,27.68,Winter
2022-12-14,S004,P0085,Electronics,North,141,96,110,107.17,28.53,5,Rainy,0,27.51,Winter
2022-12-14,S004,P0068,Electronics,East,174,91,83,100.57,45.37,10,Sunny,0,47.1,Winter
2022-12-14,S004,P0126,Clothing,South,163,110,105,101.15,32.36,0,Snowy,0,30.78,Winter
2022-12-14,S004,P0133,Clothing,West,201,168,159,188.65,61.0,15,Rainy,0,60.51,Winter
2022-12-14,S005,P0096,Toys,North,190,155,134,145.25,99.57,15,Cloudy,0,96.69,Winter
2022-12-14,S005,P0016,Clothing,West,207,127,137,133.94,22.73,0,Sunny,0,23.03,Winter
2022-12-14,S005,P0031,Electronics,South,158,67,76,89.27,49.94,5,Sunny,0,50.62,Winter
2022-12-14,S005,P0159,Electronics,East,132,84,71,119.69,25.39,10,Cloudy,0,23.95,Winter
2022-12-14,S005,P0129,Furniture,South,189,170,175,162.83,30.04,5,Cloudy,1,32.99,Winter
2022-12-14,S005,P0116,Furniture,West,199,114,111,159.04,75.5,20,Snowy,1,80.39,Winter
2022-12-14,S005,P0070,Electronics,East,181,181,177,168.91,81.85,15,Sunny,1,74.65,Winter
2022-12-14,S005,P0171,Electronics,West,134,99,90,118.07,42.1,0,Snowy,0,46.23,Winter
2022-12-14,S005,P0175,Electronics,South,174,86,84,109.4,54.16,0,Snowy,0,49.7,Winter
2022-12-14,S005,P0046,Clothing,East,90,62,66,76.29,21.88,0,Cloudy,0,22.05,Winter
2022-12-14,S005,P0067,Furniture,North,166,110,109,124.0,85.71,15,Cloudy,0,87.53,Winter
2022-12-14,S005,P0183,Electronics,North,174,92,87,95.84,81.18,5,Rainy,0,89.23,Winter
2022-12-14,S005,P0166,Groceries,South,70,59,49,62.97,65.02,0,Cloudy,0,63.98,Winter
2022-12-14,S005,P0079,Furniture,North,104,104,94,99.35,90.42,5,Rainy,0,82.57,Winter
2022-12-14,S005,P0187,Clothing,North,168,122,98,148.03,48.62,10,Rainy,0,52.36,Winter
2022-12-14,S005,P0178,Clothing,North,346,265,302,262.21,70.6,10,Cloudy,1,72.6,Winter
2022-12-14,S005,P0057,Clothing,West,124,95,112,101.33,14.74,5,Sunny,0,15.8,Winter
2022-12-14,S005,P0153,Furniture,North,136,130,132,136.8,73.43,0,Rainy,0,67.28,Winter
2022-12-14,S005,P0083,Toys,East,191,87,99,82.74,29.0,0,Sunny,0,28.99,Winter
2022-12-14,S005,P0069,Clothing,North,213,136,141,139.4,40.2,5,Rainy,0,41.92,Winter
2022-12-14,S005,P0125,Clothing,East,97,38,33,54.89,82.15,0,Sunny,0,86.13,Winter
2022-12-14,S005,P0017,Toys,East,137,64,58,78.46,89.96,15,Rainy,0,93.72,Winter
2022-12-14,S005,P0149,Furniture,West,156,132,145,161.37,10.12,5,Cloudy,0,10.53,Winter
2022-12-14,S005,P0094,Groceries,South,177,126,116,126.68,94.67,15,Snowy,0,101.01,Winter
2022-12-14,S005,P0066,Clothing,West,124,95,80,135.35,55.68,10,Sunny,0,57.54,Winter
2022-12-14,S005,P0061,Clothing,North,168,145,164,157.17,58.77,10,Snowy,0,59.29,Winter
2022-12-14,S005,P0085,Electronics,North,79,74,72,82.59,43.04,0,Rainy,0,40.12,Winter
2022-12-14,S005,P0068,Electronics,North,135,87,104,95.2,92.52,15,Snowy,0,97.23,Winter
2022-12-14,S005,P0126,Clothing,East,173,98,89,117.95,40.86,0,Rainy,0,39.44,Winter
2022-12-14,S005,P0133,Clothing,West,192,123,102,114.75,65.94,0,Snowy,1,61.16,Winter
2022-12-15,S001,P0096,Toys,East,196,118,98,131.56,27.58,0,Cloudy,0,29.61,Winter
2022-12-15,S001,P0016,Clothing,West,240,156,164,164.88,19.84,0,Rainy,0,18.71,Winter
2022-12-15,S001,P0031,Electronics,West,64,19,21,20.42,55.2,10,Sunny,0,54.11,Winter
2022-12-15,S001,P0159,Electronics,South,152,95,90,106.39,81.52,10,Snowy,0,85.08,Winter
2022-12-15,S001,P0129,Furniture,West,154,98,96,134.51,81.63,10,Sunny,1,73.95,Winter
2022-12-15,S001,P0116,Furniture,East,173,85,84,79.43,90.27,10,Snowy,0,86.27,Winter
2022-12-15,S001,P0070,Electronics,South,133,35,34,49.29,81.9,0,Snowy,0,79.69,Winter
2022-12-15,S001,P0171,Electronics,East,165,69,72,67.39,36.14,10,Cloudy,0,35.29,Winter
2022-12-15,S001,P0175,Electronics,East,168,85,77,91.93,97.64,10,Sunny,0,101.44,Winter
2022-12-15,S001,P0046,Clothing,West,358,268,279,314.29,14.31,0,Sunny,1,15.41,Winter
2022-12-15,S001,P0067,Furniture,East,110,91,80,88.5,86.09,15,Rainy,0,93.57,Winter
2022-12-15,S001,P0183,Electronics,West,140,81,81,77.92,55.07,15,Rainy,0,53.27,Winter
2022-12-15,S001,P0166,Groceries,South,78,68,59,94.16,14.47,5,Rainy,0,13.41,Winter
2022-12-15,S001,P0079,Furniture,East,196,179,186,166.94,86.75,20,Rainy,1,90.87,Winter
2022-12-15,S001,P0187,Clothing,South,135,93,75,120.64,34.85,20,Cloudy,0,33.54,Winter
2022-12-15,S001,P0178,Clothing,South,191,157,168,147.91,64.5,20,Rainy,0,65.84,Winter
2022-12-15,S001,P0057,Clothing,South,111,129,111,125.15,80.4,5,Sunny,0,72.91,Winter
2022-12-15,S001,P0153,Furniture,North,193,132,147,124.73,52.3,0,Rainy,1,52.7,Winter
2022-12-15,S001,P0083,Toys,South,85,61,54,77.44,49.42,15,Sunny,0,51.44,Winter
2022-12-15,S001,P0069,Clothing,East,205,191,161,175.16,56.08,0,Cloudy,1,53.98,Winter
2022-12-15,S001,P0125,Clothing,South,239,126,147,180.6,72.91,10,Rainy,0,74.96,Winter
2022-12-15,S001,P0017,Toys,East,256,142,164,131.25,31.49,15,Snowy,0,32.23,Winter
2022-12-15,S001,P0149,Furniture,East,217,122,132,113.02,83.84,20,Sunny,0,86.92,Winter
2022-12-15,S001,P0094,Groceries,South,92,53,57,67.75,14.99,5,Cloudy,1,15.3,Winter
2022-12-15,S001,P0066,Clothing,South,208,151,163,187.05,72.09,20,Sunny,1,65.93,Winter
2022-12-15,S001,P0061,Clothing,South,165,107,93,102.04,29.71,5,Rainy,0,32.66,Winter
2022-12-15,S001,P0085,Electronics,North,93,83,77,75.96,31.87,10,Cloudy,0,34.77,Winter
2022-12-15,S001,P0068,Electronics,West,223,150,176,141.4,89.89,5,Snowy,0,90.87,Winter
2022-12-15,S001,P0126,Clothing,South,214,160,156,199.53,53.51,0,Snowy,0,55.84,Winter
2022-12-15,S001,P0133,Clothing,South,135,63,75,63.76,35.41,15,Cloudy,0,37.52,Winter
2022-12-15,S002,P0096,Toys,West,136,48,43,65.06,95.07,10,Rainy,1,92.18,Winter
2022-12-15,S002,P0016,Clothing,East,203,148,146,162.35,46.02,0,Rainy,0,46.24,Winter
2022-12-15,S002,P0031,Electronics,East,54,40,37,44.65,83.78,0,Cloudy,0,76.88,Winter
2022-12-15,S002,P0159,Electronics,South,73,62,54,63.82,14.57,10,Snowy,0,13.14,Winter
2022-12-15,S002,P0129,Furniture,East,102,52,49,56.59,16.94,10,Rainy,0,18.08,Winter
2022-12-15,S002,P0116,Furniture,South,130,89,89,91.4,58.43,0,Snowy,0,58.82,Winter
2022-12-15,S002,P0070,Electronics,East,186,114,95,115.69,90.44,0,Sunny,0,86.19,Winter
2022-12-15,S002,P0171,Electronics,North,178,196,178,212.02,88.02,10,Sunny,0,83.46,Winter
2022-12-15,S002,P0175,Electronics,South,116,51,53,64.91,38.16,20,Snowy,0,38.18,Winter
2022-12-15,S002,P0046,Clothing,East,212,190,182,204.18,37.32,15,Rainy,0,33.84,Winter
2022-12-15,S002,P0067,Furniture,North,83,62,67,78.39,59.06,5,Snowy,0,54.86,Winter
2022-12-15,S002,P0183,Electronics,South,136,90,96,105.27,62.11,10,Cloudy,0,64.22,Winter
2022-12-15,S002,P0166,Groceries,North,137,99,86,124.08,33.14,5,Rainy,0,31.44,Winter
2022-12-15,S002,P0079,Furniture,East,186,108,125,124.76,21.33,5,Cloudy,0,19.6,Winter
2022-12-15,S002,P0187,Clothing,West,239,156,159,149.68,91.28,0,Rainy,0,87.96,Winter
2022-12-15,S002,P0178,Clothing,South,147,123,98,141.15,25.86,10,Cloudy,0,28.39,Winter
2022-12-15,S002,P0057,Clothing,West,126,94,93,114.36,71.35,0,Snowy,0,74.36,Winter
2022-12-15,S002,P0153,Furniture,North,167,125,148,124.79,16.67,20,Sunny,1,17.0,Winter
2022-12-15,S002,P0083,Toys,West,160,109,89,102.53,68.52,0,Rainy,0,72.98,Winter
2022-12-15,S002,P0069,Clothing,East,215,134,146,155.64,12.04,10,Snowy,0,11.17,Winter
2022-12-15,S002,P0125,Clothing,West,102,57,56,53.39,65.02,0,Sunny,0,71.29,Winter
2022-12-15,S002,P0017,Toys,South,134,99,108,139.94,47.34,5,Rainy,0,44.79,Winter
2022-12-15,S002,P0149,Furniture,East,255,138,156,143.46,58.47,20,Sunny,0,52.77,Winter
2022-12-15,S002,P0094,Groceries,West,91,34,28,40.79,53.14,10,Rainy,0,49.67,Winter
2022-12-15,S002,P0066,Clothing,East,237,208,211,205.16,77.99,5,Cloudy,1,79.21,Winter
2022-12-15,S002,P0061,Clothing,South,258,223,190,205.84,85.31,10,Sunny,0,90.0,Winter
2022-12-15,S002,P0085,Electronics,North,194,117,102,111.1,12.71,0,Cloudy,0,11.75,Winter
2022-12-15,S002,P0068,Electronics,West,129,82,72,80.15,82.1,15,Sunny,0,75.72,Winter
2022-12-15,S002,P0126,Clothing,West,95,68,79,94.14,76.95,10,Rainy,0,77.73,Winter
2022-12-15,S002,P0133,Clothing,East,108,122,100,122.56,78.91,20,Cloudy,0,72.02,Winter
2022-12-15,S003,P0096,Toys,North,166,89,71,116.58,89.69,10,Snowy,0,85.23,Winter
2022-12-15,S003,P0016,Clothing,North,190,89,101,110.12,71.0,10,Cloudy,0,67.64,Winter
2022-12-15,S003,P0031,Electronics,North,153,101,81,126.55,12.07,10,Snowy,0,12.46,Winter
2022-12-15,S003,P0159,Electronics,West,97,67,74,91.29,15.73,5,Rainy,0,17.24,Winter
2022-12-15,S003,P0129,Furniture,North,158,99,112,101.89,62.27,5,Snowy,1,62.35,Winter
2022-12-15,S003,P0116,Furniture,South,148,105,93,134.53,11.6,0,Snowy,0,12.09,Winter
2022-12-15,S003,P0070,Electronics,East,99,30,34,39.06,16.82,0,Cloudy,0,17.52,Winter
2022-12-15,S003,P0171,Electronics,South,190,110,125,110.68,39.08,20,Snowy,0,39.23,Winter
2022-12-15,S003,P0175,Electronics,East,148,62,65,88.92,88.92,5,Sunny,0,95.84,Winter
2022-12-15,S003,P0046,Clothing,West,165,101,92,95.05,58.28,10,Sunny,1,58.66,Winter
2022-12-15,S003,P0067,Furniture,East,87,40,32,43.49,48.54,0,Sunny,0,51.32,Winter
2022-12-15,S003,P0183,Electronics,North,178,118,100,138.56,90.02,0,Rainy,0,86.17,Winter
2022-12-15,S003,P0166,Groceries,North,185,109,115,106.33,16.04,0,Sunny,1,14.92,Winter
2022-12-15,S003,P0079,Furniture,East,137,120,131,114.49,36.48,20,Snowy,0,38.77,Winter
2022-12-15,S003,P0187,Clothing,North,190,174,172,218.09,25.8,0,Sunny,0,25.31,Winter
2022-12-15,S003,P0178,Clothing,North,260,173,195,193.24,60.15,15,Rainy,1,60.45,Winter
2022-12-15,S003,P0057,Clothing,South,148,112,104,113.7,15.0,5,Snowy,0,15.72,Winter
2022-12-15,S003,P0153,Furniture,South,134,113,133,119.84,33.93,10,Snowy,0,36.95,Winter
2022-12-15,S003,P0083,Toys,South,140,83,98,107.67,73.72,0,Rainy,0,72.64,Winter
2022-12-15,S003,P0069,Clothing,West,267,167,190,199.8,41.62,0,Rainy,0,44.39,Winter
2022-12-15,S003,P0125,Clothing,North,161,103,96,109.99,79.58,10,Cloudy,0,71.86,Winter
2022-12-15,S003,P0017,Toys,North,144,58,57,70.77,22.18,10,Sunny,0,22.57,Winter
2022-12-15,S003,P0149,Furniture,South,138,54,63,55.38,57.49,10,Snowy,0,61.49,Winter
2022-12-15,S003,P0094,Groceries,West,135,86,88,92.41,85.92,10,Rainy,0,88.23,Winter
2022-12-15,S003,P0066,Clothing,East,116,64,67,70.1,66.24,0,Rainy,0,67.99,Winter
2022-12-15,S003,P0061,Clothing,East,278,152,179,185.3,89.49,20,Snowy,0,82.94,Winter
2022-12-15,S003,P0085,Electronics,West,135,95,108,91.61,24.25,5,Snowy,0,25.91,Winter
2022-12-15,S003,P0068,Electronics,North,121,121,103,135.75,49.51,0,Cloudy,0,49.66,Winter
2022-12-15,S003,P0126,Clothing,West,179,87,102,122.68,10.01,10,Sunny,0,10.73,Winter
2022-12-15,S003,P0133,Clothing,West,142,118,135,139.11,37.15,5,Sunny,0,37.21,Winter
2022-12-15,S004,P0096,Toys,North,188,113,126,119.63,90.89,5,Sunny,0,99.21,Winter
2022-12-15,S004,P0016,Clothing,North,171,129,140,128.67,55.01,5,Sunny,0,54.6,Winter
2022-12-15,S004,P0031,Electronics,South,97,90,76,113.3,42.14,0,Sunny,0,39.75,Winter
2022-12-15,S004,P0159,Electronics,North,41,5,20,6.09,15.88,0,Snowy,1,14.71,Winter
2022-12-15,S004,P0129,Furniture,West,153,70,77,79.68,96.39,10,Snowy,0,100.25,Winter
2022-12-15,S004,P0116,Furniture,North,175,140,137,128.58,12.66,0,Cloudy,0,13.05,Winter
2022-12-15,S004,P0070,Electronics,West,200,89,101,115.66,28.6,0,Snowy,0,27.6,Winter
2022-12-15,S004,P0171,Electronics,East,192,159,153,151.9,22.96,10,Cloudy,0,23.12,Winter
2022-12-15,S004,P0175,Electronics,East,117,101,100,123.24,16.28,10,Snowy,0,16.29,Winter
2022-12-15,S004,P0046,Clothing,West,177,140,117,151.44,74.34,5,Snowy,0,76.46,Winter
2022-12-15,S004,P0067,Furniture,South,130,82,71,89.42,20.31,10,Sunny,0,18.59,Winter
2022-12-15,S004,P0183,Electronics,West,151,47,54,49.8,93.88,10,Cloudy,0,86.94,Winter
2022-12-15,S004,P0166,Groceries,West,105,109,101,104.11,27.89,10,Sunny,0,27.53,Winter
2022-12-15,S004,P0079,Furniture,West,202,147,145,178.47,29.38,10,Cloudy,0,30.28,Winter
2022-12-15,S004,P0187,Clothing,South,132,114,124,136.88,15.08,20,Rainy,0,14.32,Winter
2022-12-15,S004,P0178,Clothing,South,137,108,113,143.52,48.13,5,Snowy,0,48.63,Winter
2022-12-15,S004,P0057,Clothing,West,187,149,173,196.18,91.7,10,Sunny,0,97.19,Winter
2022-12-15,S004,P0153,Furniture,West,60,58,48,76.53,19.16,20,Rainy,0,19.17,Winter
2022-12-15,S004,P0083,Toys,North,132,111,114,116.79,94.71,10,Cloudy,0,94.28,Winter
2022-12-15,S004,P0069,Clothing,West,103,96,86,118.51,50.0,20,Rainy,0,48.63,Winter
2022-12-15,S004,P0125,Clothing,East,159,104,118,116.69,30.81,0,Snowy,0,29.43,Winter
2022-12-15,S004,P0017,Toys,North,135,54,53,74.64,81.97,10,Rainy,0,77.76,Winter
2022-12-15,S004,P0149,Furniture,West,76,60,49,56.94,14.58,10,Sunny,0,14.64,Winter
2022-12-15,S004,P0094,Groceries,South,104,105,103,96.46,15.7,5,Cloudy,0,16.21,Winter
2022-12-15,S004,P0066,Clothing,South,218,137,133,133.19,46.92,0,Snowy,0,51.44,Winter
2022-12-15,S004,P0061,Clothing,North,254,183,182,171.81,85.98,20,Cloudy,0,89.72,Winter
2022-12-15,S004,P0085,Electronics,East,152,97,84,136.74,13.07,5,Cloudy,0,12.9,Winter
2022-12-15,S004,P0068,Electronics,South,151,84,67,82.96,20.45,15,Rainy,0,20.79,Winter
2022-12-15,S004,P0126,Clothing,West,76,77,65,106.28,45.47,15,Snowy,0,44.09,Winter
2022-12-15,S004,P0133,Clothing,West,116,100,105,127.99,97.36,5,Snowy,0,94.31,Winter
2022-12-15,S005,P0096,Toys,East,64,73,64,94.66,40.49,10,Snowy,0,44.53,Winter
2022-12-15,S005,P0016,Clothing,East,138,108,125,122.21,37.64,0,Snowy,0,39.95,Winter
2022-12-15,S005,P0031,Electronics,West,134,126,106,124.18,18.89,10,Snowy,0,19.25,Winter
2022-12-15,S005,P0159,Electronics,West,153,63,73,60.36,98.26,10,Cloudy,0,103.83,Winter
2022-12-15,S005,P0129,Furniture,South,75,88,74,97.82,51.66,10,Cloudy,0,55.96,Winter
2022-12-15,S005,P0116,Furniture,East,126,118,124,123.25,35.49,0,Snowy,0,36.73,Winter
2022-12-15,S005,P0070,Electronics,East,119,84,96,94.81,33.89,0,Rainy,0,30.73,Winter
2022-12-15,S005,P0171,Electronics,West,170,99,106,124.54,61.58,0,Cloudy,0,65.73,Winter
2022-12-15,S005,P0175,Electronics,North,149,60,51,59.63,68.25,10,Cloudy,0,69.81,Winter
2022-12-15,S005,P0046,Clothing,North,216,154,162,158.7,35.89,0,Sunny,1,36.76,Winter
